track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,release_date,week
Sprinter,"Dave, Central Cee",2,2186,91,183706234,67,213,88,17,946,141,C#,Major,92,66,58,19,0,8,24,2023-06-01,2023-22
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",2,1313,40,200647221,17,152,32,11,139,133,F,Minor,85,81,67,26,0,12,5,2023-05-31,2023-22
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Madonna, Playboi Carti",3,1945,87,115364561,74,182,87,14,"1,093",99,C#,Major,85,83,68,7,0,36,20,2023-06-02,2023-22
Los del Espacio,"Big One, Duki, Lit Killah, Maria Becerra, FMK, Rusherking, Emilia, Tiago pzk",8,1150,31,123122413,22,33,34,7,184,120,,Major,81,63,68,11,0,11,4,2023-06-01,2023-22
El Cielo,"Feid, Myke Towers, Sky Rompiendo",3,1298,38,107753850,44,64,57,10,110,106,A#,Minor,72,17,64,7,0,10,5,2023-06-02,2023-22
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,1051,16,109276132,31,37,31,0,189,140,,Major,63,22,54,46,0,12,8,2023-06-02,2023-22
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,293,8,11956641,5,2,30,2,66,133,B,Minor,93,68,65,42,0,12,25,2023-06-01,2023-22
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,727,16,94186466,17,60,28,1,44,90,A,Minor,60,13,53,4,0,21,4,2023-06-02,2023-22
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,551,4,86773632,13,46,20,1,10,146,B,Minor,61,20,48,21,0,12,6,2023-06-02,2023-22
S-Class,Stray Kids,1,290,19,65496046,9,101,5,0,73,105,F,Minor,89,67,78,9,0,7,33,2023-06-02,2023-22
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,332,5,70106975,18,41,5,0,19,120,A,Major,78,5,30,21,0,13,5,2023-06-02,2023-22
Pi��man De�,"Semicenk, Do��u ",2,185,3,43522589,5,6,4,1,33,98,A#,Minor,73,45,62,28,0,13,13,2023-06-02,2023-22
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,259,0,37126685,5,17,5,0,0,135,A,Minor,77,28,55,18,0,22,15,2023-06-02,2023-22
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,277,1,39666245,1,20,5,0,1,81,F#,Major,59,26,60,46,1,25,13,2023-06-02,2023-22
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,197,0,32761689,3,10,3,0,0,101,F,Major,92,59,51,41,51,26,8,2023-06-02,2023-22
Danger (Spider) (Offset & JID),"Offset, JID",2,214,0,24975653,3,3,6,0,0,143,B,Major,83,25,69,4,0,23,12,2023-06-02,2023-22
