track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,release_date,week
The Color Violet,Tory Lanez,1,2585,32,415932686,3,79,21,1,54,105,F#,Minor,65,46,53,16,0,9,5,2021-12-10,2021-49
Cigarettes,Juice WRLD,1,975,0,185408548,11,0,10,0,0,160,D,Major,60,47,62,3,0,38,4,2021-12-10,2021-49
