track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,release_date,week
LA CANCI�,"J Balvin, Bad Bunny",2,6398,31,1435127549,177,109,305,3,5,176,G,Major,75,43,65,15,0,11,32,2019-06-28,2019-25
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2605,0,236872197,15,48,50,0,3,98,F#,Minor,68,33,43,38,0,36,14,2019-06-28,2019-25
